id,price_category,make,year,mileage,power,car_type,color,fuel_type,transmission,n_doors,n_cylinders,displacement,dry_weight,acceleration,top_speed,n_seats,emission,emission_label,flg_missing_power,flg_missing_car_type,flg_missing_color,flg_missing_fuel_type,flg_missing_transmission,flg_missing_n_doors,flg_missing_n_cylinders,flg_missing_displacement,flg_missing_dry_weight,flg_missing_acceleration,flg_missing_top_speed,flg_missing_n_seats,flg_missing_emission,flg_missing_emission_label
2,5 (10K-15K),volkswagen,2012,168390,160,stationwagon,wit,benzine,Handgeschakeld,5,4,1798,1490,9,211,5,82,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6 (> 15K),renault,2015,12170,200,hatchback,wit,benzine,Automaat,5,4,1618,1179,7,230,5,37,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,3 (2K-5K),renault,2008,233485,103,mpv,blauw,diesel,Handgeschakeld,5,4,1461,1340,12.4,176,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,4 (5K-10K),mercedes-benz,2012,287567,109,mpv,zwart,diesel,Automaat,5,4,1796,1405,10.7,190,5,18,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6 (> 15K),kia,2013,72565,0,coupe,oranje,diesel,Automaat,2,0,0,1285,99.9,0,5,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
9,1 (< 1K),opel,2000,130821,65,hatchback,grijs,benzine,Handgeschakeld,2,4,1199,850,14,163,5,55,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6 (> 15K),nissan,2012,111500,117,0,zwart,benzine,Handgeschakeld,0,4,1598,1210,11.9,181,5,43,Euro5,0,1,0,0,0,1,0,0,0,0,0,0,0,0
11,4 (5K-10K),fiat,2010,107145,101,hatchback,wit,benzine,Handgeschakeld,2,4,1368,915,10.7,182,4,39,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,3 (2K-5K),mini,2003,119144,116,hatchback,grijs,benzine,Handgeschakeld,3,4,1598,1050,9.1,200,4,67,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,3 (2K-5K),renault,2010,71248,75,hatchback,wit,benzine,Handgeschakeld,3,4,1198,850,12,178,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,2 (1K-2K),opel,2003,100555,75,mpv,geel,benzine,Handgeschakeld,5,4,1199,955,13.5,155,0,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
15,3 (2K-5K),bmw,2005,196747,116,stationwagon,grijs,benzine,Handgeschakeld,5,4,1796,1365,11,200,5,81,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,3 (2K-5K),renault,2006,111626,88,mpv,zwart,benzine,Handgeschakeld,5,4,1598,1145,10,188,5,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,4 (5K-10K),mitsubishi,2007,64732,165,cabriolet,grijs,benzine,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
18,3 (2K-5K),saab,2004,283569,120,sedan,zwart,diesel,Handgeschakeld,4,4,2171,1535,11,200,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,4 (5K-10K),hyundai,2010,72126,0,mpv,wit,benzine,Handgeschakeld,4,4,1248,0,12.9,0,5,1,Euro4,1,0,0,0,0,0,0,0,1,0,1,0,0,0
20,4 (5K-10K),bmw,2001,49853,192,sedan,zilver,benzine,Automaat,4,6,2494,1500,9,232,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,3 (2K-5K),nissan,2004,266095,82,hatchback,blauw,diesel,Handgeschakeld,3,4,1461,954,13,170,5,23,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5 (10K-15K),volkswagen,2014,91706,150,hatchback,zwart,diesel,Automaat,5,4,1968,1294,8.6,212,5,23,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,3 (2K-5K),kia,2004,138820,82,hatchback,grijs,benzine,Handgeschakeld,5,4,1343,1044,14,165,5,62,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2 (1K-2K),peugeot,2001,208062,75,hatchback,grijs,benzine,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
25,5 (10K-15K),volkswagen,2013,67880,122,hatchback,zwart,benzine,Handgeschakeld,5,4,1395,1147,9,203,5,27,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,6 (> 15K),porsche,2007,97740,480,coupe,grijs,benzine,Automaat,2,6,3600,1595,4,310,4,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,5 (10K-15K),audi,2008,233250,191,sedan,blauw,diesel,Automaat,4,0,2698,1570,77,226,5,80,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
29,1 (< 1K),citroen,2008,277361,170,stationwagon,blauw,diesel,Handgeschakeld,5,4,2179,1740,10.4,216,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,5 (10K-15K),saab,2011,123569,131,sedan,zwart,diesel,Handgeschakeld,4,4,1910,1480,9,225,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,4 (5K-10K),peugeot,2015,31630,70,hatchback,zwart,benzine,Handgeschakeld,5,3,998,815,99.9,0,4,255,Euro5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32,4 (5K-10K),volkswagen,2010,199549,90,hatchback,grijs,diesel,Handgeschakeld,5,4,1598,1057,11.5,180,5,13,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,4 (5K-10K),volkswagen,2008,190316,123,sedan,grijs,benzine,Handgeschakeld,4,4,1390,1283,9.8,199,5,57,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2 (1K-2K),opel,2002,206998,90,hatchback,blauw,benzine,Handgeschakeld,2,0,1389,955,11.5,180,5,77,Euro4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,4 (5K-10K),volkswagen,2011,286968,105,sedan,blauw,diesel,Handgeschakeld,4,4,1598,0,0,190,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
36,4 (5K-10K),volkswagen,2013,144853,75,hatchback,zwart,diesel,Handgeschakeld,5,3,1199,1050,13.9,173,5,255,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,4 (5K-10K),citroën,2010,127373,120,mpv,grijs,benzine,Handgeschakeld,5,4,1598,1433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
38,2 (1K-2K),daewoo,2002,96149,83,hatchback,blauw,benzine,Handgeschakeld,4,4,1399,995,12.1,170,5,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
39,2 (1K-2K),renault,2005,194638,98,hatchback,blauw,benzine,Handgeschakeld,4,4,1390,975,0,0,5,64,Euro3,0,0,0,0,0,0,0,0,0,1,1,0,0,0
40,6 (> 15K),mercedes-benz,2006,221646,272,0,grijs,lpg,Automaat,0,6,3498,2105,8,215,5,181,Euro4,0,1,0,0,0,1,0,0,0,0,0,0,0,0
41,1 (< 1K),volvo,1998,265279,0,sedan,blauw,benzine,Handgeschakeld,4,5,1984,0,0,0,5,1,Euro2,1,0,0,0,0,0,0,0,1,1,1,0,0,0
43,3 (2K-5K),volvo,2004,480951,209,sedan,grijs,lpg g3,Automaat,4,5,2521,1638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
44,1 (< 1K),honda,1999,204792,150,mpv,grijs,lpg g3,Automaat,5,4,2254,1513,12,185,6,158,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,4 (5K-10K),toyota,2014,31000,69,hatchback,grijs,benzine,Handgeschakeld,5,3,998,0,0,160,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
46,5 (10K-15K),honda,2012,145505,141,hatchback,blauw,benzine,Handgeschakeld,4,4,1798,1241,9.4,215,5,49,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,2 (1K-2K),renault,2003,253963,80,stationwagon,groen,diesel,Handgeschakeld,4,4,1870,1185,0,0,5,52,Euro3,0,0,0,0,0,0,0,0,0,1,1,0,0,0
49,3 (2K-5K),volkswagen,2004,156300,54,hatchback,zwart,benzine,Handgeschakeld,3,3,1198,970,17.5,152,5,46,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,2 (1K-2K),ford,2001,251645,145,stationwagon,zwart,benzine,Handgeschakeld,5,4,1999,0,0,210,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
51,1 (< 1K),opel,2000,321736,82,stationwagon,beige,diesel,Handgeschakeld,5,0,1994,1249,0,0,0,65,Euro2,0,0,0,0,0,0,1,0,0,1,1,1,0,0
52,4 (5K-10K),mercedes-benz,2007,106965,136,mpv,zwart,benzine,Automaat,5,4,2035,1290,10.3,195,5,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53,4 (5K-10K),audi,2008,296182,141,stationwagon,zwart,diesel,Handgeschakeld,5,4,1968,1465,10,207,5,58,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2 (1K-2K),suzuki,2002,99575,76,hatchback,grijs,benzine,Handgeschakeld,5,4,1298,905,12.5,155,4,49,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1 (< 1K),ford,2005,283452,116,stationwagon,zilver,diesel,Handgeschakeld,5,0,1998,0,0,0,0,57,Euro3,0,0,0,0,0,0,1,0,1,1,1,1,0,0
57,5 (10K-15K),hyundai,2015,34478,84,hatchback,zwart,benzine,Handgeschakeld,4,4,1248,955,13.1,170,5,13,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,2 (1K-2K),chrysler,2001,246104,141,cabriolet,grijs,benzine,Handgeschakeld,2,4,1996,1500,12,200,4,100,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,3 (2K-5K),peugeot,2004,133891,136,stationwagon,grijs,benzine,0,4,4,1997,1366,0,0,5,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
60,5 (10K-15K),audi,2003,174003,344,sedan,blauw,benzine,Handgeschakeld,4,8,4163,1635,5.6,250,5,213,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,2 (1K-2K),seat,2003,169898,75,sedan,groen,benzine,Handgeschakeld,4,4,1390,1050,13.6,176,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,2 (1K-2K),volkswagen,1999,168470,116,hatchback,zwart,benzine,Handgeschakeld,2,4,1984,1203,10,185,4,113,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,4 (5K-10K),audi,2005,253422,116,stationwagon,zwart,diesel,Handgeschakeld,4,4,1896,0,99.9,197,5,1,Euro4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,4 (5K-10K),volvo,2010,159991,116,hatchback,zwart,diesel,Handgeschakeld,3,4,1560,1234,11,195,4,18,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,3 (2K-5K),saab,1998,175995,150,sedan,grijs,benzine,Handgeschakeld,4,4,1985,1490,10,215,5,131,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1 (< 1K),volkswagen,2004,347408,59,hatchback,rood,diesel,Handgeschakeld,3,4,1716,943,0,0,0,23,Euro3,0,0,0,0,0,0,0,0,0,1,1,1,0,0
68,3 (2K-5K),fiat,2007,111385,78,hatchback,blauw,benzine,Semi-automaat,3,4,1368,1000,13.2,165,5,38,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,5 (10K-15K),volvo,2005,95250,140,stationwagon,groen,benzine,Handgeschakeld,5,5,12175,1361,0,0,5,107,Euro4,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71,1 (< 1K),volkswagen,2010,119409,122,hatchback,zwart,benzine,Handgeschakeld,3,4,1390,1190,9.5,200,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,1 (< 1K),opel,2000,265197,65,hatchback,grijs,benzine,Handgeschakeld,4,4,1199,880,14,163,5,55,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,3 (2K-5K),toyota,2008,128456,68,hatchback,grijs,benzine,Handgeschakeld,4,3,998,780,14.2,157,4,12,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,3 (2K-5K),peugeot,2006,63339,68,hatchback,zwart,benzine,Handgeschakeld,2,3,998,765,99.9,157,4,13,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,3 (2K-5K),opel,2005,292181,155,sedan,blauw,benzine,Automaat,4,4,2198,1365,11,212,5,108,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,4 (5K-10K),cadillac,2010,240144,0,sedan,zwart,diesel,Automaat,4,0,0,0,0,0,0,87,Euro4,1,0,0,0,0,0,1,1,1,1,1,1,0,0
79,4 (5K-10K),daihatsu,2008,151123,105,0,grijs,lpg g3,Handgeschakeld,0,4,1495,1147,12,160,5,80,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
81,3 (2K-5K),citroen,2007,67941,68,hatchback,grijs,benzine,Handgeschakeld,5,3,998,780,13.7,157,4,13,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3 (2K-5K),toyota,1998,164000,108,hatchback,blauw,benzine,Automaat,5,4,1587,1105,12.6,175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
83,4 (5K-10K),ford,2009,101155,101,mpv,grijs,benzine,Handgeschakeld,5,4,1596,1234,12.9,175,5,68,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3 (2K-5K),fiat,2008,51220,78,mpv,grijs,benzine,Handgeschakeld,2,4,1368,0,0,165,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
86,1 (< 1K),peugeot,2001,349049,108,hatchback,blauw,benzine,Handgeschakeld,3,4,1587,1030,0,0,0,65,Euro3,0,0,0,0,0,0,0,0,0,1,1,1,0,0
87,4 (5K-10K),volvo,2009,112622,136,sedan,blauw,diesel,Handgeschakeld,4,4,1997,1495,11,200,5,55,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,4 (5K-10K),toyota,2007,172107,87,hatchback,grijs,benzine,Automaat,5,4,1296,0,0,170,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
90,6 (> 15K),audi,2011,97952,160,cabriolet,grijs,benzine,Handgeschakeld,2,4,1798,1285,7,223,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,4 (5K-10K),bmw,2010,83769,116,hatchback,blauw,diesel,Handgeschakeld,5,4,1995,0,10.3,200,5,22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
92,3 (2K-5K),toyota,2003,183407,110,mpv,grijs,benzine,Handgeschakeld,5,4,1598,1170,11.4,180,5,78,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,3 (2K-5K),toyota,2001,138868,86,mpv,blauw,benzine,Handgeschakeld,5,4,1299,975,12.5,165,5,59,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2 (1K-2K),renault,2002,247547,120,stationwagon,grijs,benzine,Handgeschakeld,5,4,1783,1290,10.9,200,5,88,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,3 (2K-5K),opel,2005,221654,81,hatchback,grijs,benzine,Automaat,4,0,1229,935,99.9,0,5,31,Euro4,0,0,0,0,0,0,1,0,0,0,1,0,0,0
99,2 (1K-2K),daihatsu,2001,158743,56,hatchback,groen,benzine,Handgeschakeld,5,3,989,790,15,140,4,40,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4 (5K-10K),citroen,2012,70104,73,mpv,grijs,benzine,Handgeschakeld,5,4,1360,1155,16.2,155,5,56,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,5 (10K-15K),bmw,2008,265746,237,0,zwart,diesel,Automaat,5,6,2993,2050,8,216,5,118,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
102,4 (5K-10K),renault,2008,92458,113,mpv,zwart,benzine,Handgeschakeld,5,4,1598,1295,12.5,185,5,86,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,4 (5K-10K),seat,2006,81374,0,hatchback,beige,benzine,Handgeschakeld,5,0,0,0,0,0,5,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1
105,2 (1K-2K),volkswagen,2004,250584,116,hatchback,zwart,benzine,Handgeschakeld,2,4,1598,1159,10.8,192,5,62,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,6 (> 15K),bmw,2014,166102,136,stationwagon,grijs,benzine,Automaat,5,4,1598,1445,9,210,5,42,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,1 (< 1K),suzuki,2000,141373,54,hatchback,groen,benzine,Handgeschakeld,4,4,993,725,15.5,150,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,4 (5K-10K),volvo,2011,172453,109,sedan,zwart,diesel,Handgeschakeld,4,4,1560,1455,12,190,5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,3 (2K-5K),alfa,1996,139516,0,cabriolet,zwart,benzine,Handgeschakeld,2,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1
111,3 (2K-5K),smart,2011,92552,61,hatchback,zwart,benzine,Automaat,3,3,999,725,16.7,145,2,264,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,4 (5K-10K),opel,2011,44656,68,stationwagon,blauw,benzine,Handgeschakeld,5,3,996,950,99.9,160,5,13,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1 (< 1K),suzuki,1998,269554,86,stationwagon,rood,benzine,Handgeschakeld,5,4,1298,965,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
115,3 (2K-5K),volkswagen,2003,253689,131,hatchback,blauw,diesel,Handgeschakeld,5,4,1896,1240,8.7,205,5,44,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,3 (2K-5K),volkswagen,2005,164114,54,hatchback,rood,benzine,0,3,3,1198,973,17.5,148,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
117,5 (10K-15K),seat,2011,138658,120,stationwagon,grijs,benzine,Handgeschakeld,5,4,1798,1455,11.1,202,5,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,4 (5K-10K),land-rover,2000,267139,98,terreinwagen,beige,diesel,Handgeschakeld,3,4,1998,1455,0,0,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
120,1 (< 1K),renault,2007,91554,75,hatchback,geel,benzine,Handgeschakeld,5,4,1149,940,13,170,5,46,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,4 (5K-10K),opel,2012,122808,85,hatchback,grijs,lpg g3,Handgeschakeld,3,4,1229,1063,14.7,168,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,2 (1K-2K),mazda,2003,255000,120,stationwagon,grijs,benzine,Handgeschakeld,5,4,1798,1310,11.2,192,0,245,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
124,6 (> 15K),bmw,2014,165012,143,stationwagon,grijs,diesel,Automaat,5,4,1995,1475,9.2,210,5,27,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,6 (> 15K),saab,2009,114073,150,cabriolet,zwart,benzine,Handgeschakeld,2,4,1998,1565,10.5,205,4,90,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,5 (10K-15K),mercedes-benz,2008,103689,170,sedan,grijs,diesel,Automaat,4,4,2148,1505,8,227,5,77,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2 (1K-2K),volkswagen,2002,240526,105,hatchback,blauw,benzine,Handgeschakeld,5,4,1595,1145,11,192,5,72,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,4 (5K-10K),ford,2011,241433,97,stationwagon,bruin,diesel,Handgeschakeld,5,4,1560,1262,13,182,5,13,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,4 (5K-10K),fiat,2011,66171,70,cabriolet,blauw,benzine,Handgeschakeld,3,4,1242,840,99.9,160,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,1 (< 1K),renault,2000,155669,59,hatchback,blauw,benzine,Handgeschakeld,2,4,1149,855,99.9,0,5,50,Euro2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
133,3 (2K-5K),peugeot,2004,178500,109,cabriolet,grijs,benzine,Handgeschakeld,2,4,1587,1115,10.6,193,4,70,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,3 (2K-5K),volkswagen,2002,177663,102,hatchback,blauw,benzine,Automaat,5,4,1595,1159,12,185,5,101,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,3 (2K-5K),opel,2007,179858,120,mpv,0,diesel,Handgeschakeld,5,4,1910,1513,12,186,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
136,1 (< 1K),renault,2002,208576,0,mpv,groen,benzine,Automaat,4,4,1998,0,0,0,5,1,Euro3,1,0,0,0,0,0,0,0,1,1,1,0,0,0
138,1 (< 1K),peugeot,1998,143396,0,sedan,blauw,benzine,Handgeschakeld,4,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1
139,5 (10K-15K),hyundai,2015,43708,101,hatchback,grijs,benzine,Automaat,5,4,1396,1031,13,170,5,44,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,4 (5K-10K),bmw,2005,148105,129,hatchback,grijs,benzine,Handgeschakeld,5,4,1995,1235,10.1,210,0,92,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
141,2 (1K-2K),volvo,1998,404353,144,stationwagon,grijs,benzine,Handgeschakeld,4,5,2435,1453,10.4,205,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,2 (1K-2K),renault,2002,212617,95,mpv,rood,benzine,Handgeschakeld,5,4,1390,1210,12.9,173,5,77,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,2 (1K-2K),ford,2000,185381,101,stationwagon,blauw,benzine,Handgeschakeld,5,4,1596,1093,11.3,185,5,71,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,3 (2K-5K),peugeot,2005,187720,109,stationwagon,grijs,benzine,Handgeschakeld,4,4,1587,1299,11.9,182,7,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,6 (> 15K),mercedes-benz,2014,88100,156,sedan,grijs,benzine,Automaat,4,4,1595,1330,9,230,5,26,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,4 (5K-10K),bmw,2001,149578,170,stationwagon,blauw,benzine,Handgeschakeld,5,6,2171,1405,0,0,5,120,Euro3,0,0,0,0,0,0,0,0,0,1,1,0,0,0
149,1 (< 1K),citroen,1996,293087,110,hatchback,groen,benzine,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1
150,4 (5K-10K),ford,2006,84000,80,mpv,grijs,benzine,Handgeschakeld,5,4,1388,1056,13.7,163,5,58,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,3 (2K-5K),seat,2007,198094,102,stationwagon,grijs,benzine,Handgeschakeld,5,4,1595,1334,13,181,5,91,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,3 (2K-5K),seat,2006,288431,105,mpv,zwart,diesel,Handgeschakeld,4,4,1896,1265,11.3,184,5,39,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,2 (1K-2K),volkswagen,1999,254606,75,hatchback,zwart,benzine,Handgeschakeld,4,4,1390,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
156,4 (5K-10K),volkswagen,2010,148170,105,hatchback,zwart,benzine,Handgeschakeld,5,4,1198,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
158,4 (5K-10K),peugeot,2009,78305,120,cabriolet,zwart,benzine,Handgeschakeld,2,4,1598,1327,10.7,200,4,59,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,4 (5K-10K),ford,2004,148217,116,mpv,grijs,benzine,Handgeschakeld,5,4,1998,1569,15.4,177,5,145,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,1 (< 1K),peugeot,2005,307744,68,stationwagon,grijs,diesel,Handgeschakeld,5,4,1398,1010,14.6,166,5,21,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,6 (> 15K),mini,2014,41847,184,mpv,zwart,benzine,Handgeschakeld,5,4,1598,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
162,6 (> 15K),bmw,2013,54476,235,stationwagon,grijs,benzine,Handgeschakeld,4,4,1598,0,99.9,195,5,28,Euro5,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,3 (2K-5K),skoda,2005,225000,102,hatchback,zwart,lpg g3,Handgeschakeld,5,4,1595,1255,12.3,190,0,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
165,6 (> 15K),volkswagen,2014,68125,230,hatchback,rood,benzine,Automaat,5,4,1984,1324,6.4,248,5,53,Euro6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2 (1K-2K),bmw,1999,223287,105,hatchback,groen,benzine,Handgeschakeld,3,4,1895,1150,11.9,190,5,87,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,3 (2K-5K),honda,2005,171237,90,hatchback,grijs,benzine,Handgeschakeld,2,4,1396,1605,99.9,0,5,1,Euro4,0,0,0,0,0,0,0,0,0,0,1,0,0,0
169,3 (2K-5K),volvo,1996,360107,135,stationwagon,paars,benzine,Handgeschakeld,5,4,2316,1449,9.9,200,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,6 (> 15K),jaguar,2009,36200,511,cabriolet,grijs,benzine,Automaat,2,8,4997,1739,4.8,250,4,193,Euro5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,6 (> 15K),mini,2014,45422,98,0,wit,benzine,Handgeschakeld,0,4,1598,1240,11.9,173,5,43,Euro6,0,1,0,0,0,1,0,0,0,0,0,0,0,0
174,6 (> 15K),chevrolet,2000,224000,0,0,wit,lpg g3,Automaat,0,8,5700,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1
175,3 (2K-5K),mercedes-benz,2002,324421,143,stationwagon,blauw,diesel,Handgeschakeld,5,4,2148,0,0,214,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
176,2 (1K-2K),renault,2002,251352,120,stationwagon,zwart,benzine,Handgeschakeld,5,4,1783,1290,10.9,200,5,88,Euro3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,4 (5K-10K),toyota,2013,39300,68,hatchback,oranje,benzine,Handgeschakeld,4,0,998,805,0,157,4,6,Euro5,0,0,0,0,0,0,1,0,0,1,0,0,0,0
178,4 (5K-10K),audi,2006,205958,131,stationwagon,zwart,benzine,Automaat,5,4,1984,1425,10,202,5,96,Euro4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,4 (5K-10K),peugeot,2006,183113,125,sedan,zwart,benzine,Handgeschakeld,4,4,1749,1375,0,0,5,87,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
182,2 (1K-2K),audi,1999,210274,125,hatchback,grijs,benzine,Handgeschakeld,2,4,1781,1135,9.6,202,5,106,Euro2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
